Key,Description,en,fr
ObjectivesPage_MFDPortalPage_pageName,MFD portal page name,Objectives,Objectifs
ObjectivesPage_MFDPortalPage_pageLabel,MFD portal page button label,OBJCTV,OBJCTV
SCamPage_MFDPortalPage_pageName,MFD portal page name,SpectatorCam,SpectateurCam
SCamPage_MFDPortalPage_pageLabel,MFD portal page button label,S-CAM,ESCROQUER
RWRPage_MFDPortalPage_pageName,MFD portal page name,RWR,RWR
RWRPage_MFDPortalPage_pageLabel,MFD portal page button label,RWR,RWR
OptionsPage_MFDPortalPage_pageName,MFD portal page name,Vehicle Options,Options de vehicule
OptionsPage_MFDPortalPage_pageLabel,MFD portal page button label,OPTS,OPTS
F-45A_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,Dos
F-45A_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,Alt min +
F-45A_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,Alt min -
F-45A_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,Alt max +
F-45A_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,Alt max -
F-45A_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,Basculer en mode Alt
StoresManagementPage_MFDPortalPage_pageName,MFD portal page name,Stores Mgmt Sys,Systemes de gestion des magasins
StoresManagementPage_MFDPortalPage_pageLabel,MFD portal page button label,SMS,SMS
s_sms_mode_0,SMS mode button labels,Config,Configuration
s_sms_mode_1,SMS mode button labels,Arming,Armement
s_sms_mode_2,SMS mode button labels,Jettison,Abandonner
s_sms_armed,Armed label for an equip in the SMS config view.,[ ARMED ],[ ARMe ]
s_sms_disarmed,Disarmed label for an equip in the SMS config view.,DISARMED,DeSARMe
s_sms_jettison,Jettison label for an equip in the SMS config view.,JETTISON,ABANDONNER
s_sms_optionToggle,Tooltip prefix for SMS equipment option toggles,Toggle,Basculer
s_sms_optionRipple,Ripple button label for SMS equipment option.,Ripple,Ondulation
s_sms_rippleSingle,Label for ripple setting set to single-fire (no ripple),Single,Seul
s_bdo_open,SMS bay door override in OPEN position,OPEN,OUVERT
s_bdo_auto,SMS bay door override in AUTO position,AUTO,AUTO
RadarDisplay_MFDPortalPage_pageName,MFD portal page name,Radar,Radar
RadarDisplay_MFDPortalPage_pageLabel,MFD portal page button label,RADAR,RADAR
GPSSystem_MFDPortalPage_pageName,MFD portal page name,GPS Targets,Cibles GPS
GPSSystem_MFDPortalPage_pageLabel,MFD portal page button label,GPST,GPST
EOTSPortalPage_MFDPortalPage_pageName,MFD portal page name,EO Targeting,Ciblage d'OT
EOTSPortalPage_MFDPortalPage_pageLabel,MFD portal page button label,EOTS,EOTS
MFDCommsMenu_MFDPortalPage_pageName,MFD portal page name,Communications,Communication
MFDCommsMenu_MFDPortalPage_pageLabel,MFD portal page button label,COMMS,COMM
GameMenuPage_MFDPortalPage_pageName,MFD portal page name,Game Menu,Menu du jeu
GameMenuPage_MFDPortalPage_pageLabel,MFD portal page button label,GAME,JEU
TacticalSituationDisplay_MFDPortalPage_pageName,MFD portal page name,Tactical Situation Display,Affichage de la situation tactique
TacticalSituationDisplay_MFDPortalPage_pageLabel,MFD portal page button label,TSD,TSD
AIM-120 Advanced Radar Missile x2_fullName,Full equip name of: AIM-120 Advanced Radar Missile x2,AIM-120 Advanced Radar Missile x2,Missile radar avance AIM-120 x2
AIM-120 Advanced Radar Missile x2_description,Item description of: AIM-120 Advanced Radar Missile x2,A rack of two radar guided medium range air to air missiles.,Un rack de deux missiles air-air a moyenne portee guides par radar.
fa26_loadout_extFuelL,External Fuel Left,Ext fuel l,
fa26_loadout_extFuelR,External Fuel Right,Ext fuel r,
fa26_loadout_extFuelC,External Fuel Centerline,Ext fuel center,
fa26_loadout_extSensor,External Sensor,Ext sensor,
fa26_loadout_cft,Conformal Fuel Tank,Cft,
Mk.82 Bomb x2_fullName,Full equip name of: Mk.82 Bomb x2,Mk.82 Bomb x2,Bombe Mk.82 x2
Mk.82 Bomb x2_description,Item description of: Mk.82 Bomb x2,Two standard un-guided 500lb bombs.,Deux bombes standard non guidees de 500 lb.
eqSublabel_BOMB-INTERNAL,HUD sub-label of an equip,BOMB INTERNAL,BOMBE INTERNE
GAU-8 Avenger_fullName,Full equip name of: GAU-8 Avenger,GAU-8 Avenger,Vengeur GAU-8
GAU-8 Avenger_description,Item description of: GAU-8 Avenger,"A 30mm, 7-barrel rotary cannon. Fires depleted uranium rounds at a high rate of fire."," 7-barrel rotary cannon. Fires depleted uranium rounds at a high rate of fire."
AN/APG-108 Fire Control Radar_fullName,Full equip name of: AN/APG-108 Fire Control Radar,AN/APG-108 Fire Control Radar,
AN/APG-108 Fire Control Radar_description,Item description of: AN/APG-108 Fire Control Radar,"A millimeter-wave radar housed and mounted over the main rotor. This radar can be used to scan land, sea, and air to detect, track, and classify multiple targets. Its high mounting point allows it to be used while the vehicle remains behind cover.",
SB-1 x32_fullName,Full equip name of: SB-1 x32,SB-1 x32,SB-1 x32
SB-1 x32_description,Item description of: SB-1 x32,A rack of 32 standard un-guided 500lb bombs.,Un rack de 32 bombes standard non guidees de 500 lb.
AIRS-T Advanced SRM_fullName,Full equip name of: AIRS-T Advanced SRM,AIRS-T Advanced SRM,SRM avance AIRS-T
AIRS-T Advanced SRM_description,Item description of: AIRS-T Advanced SRM,"Short range heat seeking air to air missile with thrust vectoring.
Improved maneuverability, range, and counter-countermeasure system.
Advanced technology allows it to intercept incoming missiles.",Missile air-air a recherche de chaleur a courte portee avec vecteur de poussee.
Mk-82AIR High Drag Bomb x1_fullName,Full equip name of: Mk-82AIR High Drag Bomb x1,Mk-82AIR High Drag Bomb x1,
Mk-82AIR High Drag Bomb x1_description,Item description of: Mk-82AIR High Drag Bomb x1,Standard un-guided 500lb bomb. Deploys an inflatable drag chute to slow descent for low altitude bombing.,
ASF-SRM-RA x1_fullName,Full equip name of: ASF-SRM-RA x1,ASF-SRM-RA x1,
ASF-SRM-RA x1_description,Item description of: ASF-SRM-RA x1,An older rear-aspect heat-seeking anti-air missile.,
Mk.82 Bomb x4_fullName,Full equip name of: Mk.82 Bomb x4,Mk.82 Bomb x4,Bombe Mk.82 x4
Mk.82 Bomb x4_description,Item description of: Mk.82 Bomb x4,Four standard un-guided 500lb bombs.,Quatre bombes standard non guidees de 500 lb.
ASMRM-7 x8 Internal_fullName,Full equip name of: ASMRM-7 x8 Internal,ASMRM-7 x8 Internal,
ASMRM-7 x8 Internal_description,Item description of: ASMRM-7 x8 Internal,Medium range radar guided air to air missile. Missiles are stowed internally to improve stealth and aerodynamics.,
Mk.83 Bomb x1_fullName,Full equip name of: Mk.83 Bomb x1,Mk.83 Bomb x1,Bombe Mk.83 x1
Mk.83 Bomb x1_description,Item description of: Mk.83 Bomb x1,Standard un-guided 1000lb bomb.,Bombe standard non guidee de 1000 lb.
AGM-126 SideARM II x3_fullName,Full equip name of: AGM-126 SideARM II x3,AGM-126 SideARM II x3,AGM-126 SideARM II x3
AGM-126 SideARM II x3_description,Item description of: AGM-126 SideARM II x3,Compact short range anti-radiation missile based on the AIM-9x.,Missile anti-rayonnement compact a courte portee base sur l'AIM-9x.
AIM-9 Sidewinder_fullName,Full equip name of: AIM-9 Sidewinder,AIM-9 Sidewinder,AIM-9 Sidewinder
AIM-9 Sidewinder_description,Item description of: AIM-9 Sidewinder,A standard short range heat seeking air to air missile.,Un missile air-air standard a recherche de chaleur a courte portee.
MAD-4A Missile_fullName,Full equip name of: MAD-4A Missile,MAD-4A Missile,
MAD-4A Missile_description,Item description of: MAD-4A Missile,Advanced active radar-guided missile built for the Mobile Air Defense launcher. It has a range of about 55km (30nm).,
Mk-82 Bomb x1_fullName,Full equip name of: Mk-82 Bomb x1,Mk-82 Bomb x1,Bombe Mk-82 x1
Mk-82 Bomb x1_description,Item description of: Mk-82 Bomb x1,Standard un-guided 500lb bomb.,Bombe standard non guidee de 500 lb.
s_cs_granted,Text in campaign selector,Granted,Accorde
s_cs_budget,Text in campaign selector,Budget,Budget
s_cs_newMission,Text in campaign selector,New Mission:,Nouvelle mission :
s_cs_newTraining,Text in campaign selector,New Training:,Nouvelle formation�:
s_cs_newEquip,Text in campaign selector,New Equipment:,Nouvel equipement:
s_cs_incompatibleVersion,Text in campaign selector,Incompatible game version,Version de jeu incompatible
campaign_customScenarios,,Custom Scenarios,Scenarios personnalises
campaign_customScenarios_description,,Play custom scenarios created in the VTEditor.,Jouez des scenarios personnalises crees dans le VTEditor.
campaign_ws,,Steam Workshop Scenarios,Scenarios d'atelier Steam
campaign_ws_description,,Play custom scenarios installed through Steam Workshop.,Jouez a des scenarios personnalises installes via Steam Workshop.
s_cInfo_completed,'x% [Completed]' text in campaign selector,Completed,Complete
GBU-38 Bomb x4_fullName,Full equip name of: GBU-38 Bomb x4,GBU-38 Bomb x4,Bombe GBU-38 x4
GBU-38 Bomb x4_description,Item description of: GBU-38 Bomb x4,500lb GPS guided direct attack munition. It's a Mk.82 bomb with a guidance package strapped on.,Munition d'attaque directe guidee par GPS de 500 lb.�C'est une bombe Mk.82 avec un kit de guidage attache.
tutName_Weapon Basics,Name of a legacy tutorial objective,Weapon Basics,Bases des armes
tutDesc_Weapon Basics,Description of a legacy tutorial,Complete the tutorial.,Finissez le tutoriel.
tut:Weapon Basics:Intro10,A tutorial label,Welcome to the basic weapons tutorial.,Bienvenue dans le didacticiel des armes de base.
tut:Weapon Basics:Intro21,A tutorial label,"Today, we will be covering weapon configuration, target acquisition, and firing weapons."," we will be covering weapon configuration"
tut:Weapon Basics:Intro32,A tutorial label,Let's start by setting the MFDs to the pages we will use.,Commen�ons par regler les MFD sur les pages que nous utiliserons.
tut:Weapon Basics:MFD3GoHome3,A tutorial label,Go to HOME page.,Aller a la page d'accueil.
tut:Weapon Basics:Open EQUIP4,A tutorial label,Open EQUIP,Ouvrir EQUIP
tut:Weapon Basics:MFD2GoHome5,A tutorial label,Go to HOME page.,Aller a la page d'accueil.
tut:Weapon Basics:Open TGP6,A tutorial label,Open TGP,Ouvrir TGP
tut:Weapon Basics:MFD1GoHome7,A tutorial label,Go to HOME page.,Aller a la page d'accueil.
tut:Weapon Basics:Open NAV8,A tutorial label,Open NAV,Ouvrir la valeur liquidative
tut:Weapon Basics:EQUIP info9,A tutorial label,The EQUIP page shows what you have on each of the vehicle's equipment mounts.,La page EQUIP montre ce que vous avez sur chacun des supports d'equipement du vehicule.
tut:Weapon Basics:EQUIP info 210,A tutorial label,"It displays information on each item, and allows you to arm/disarm, configure, or mark them for jettison."," and allows you to arm/disarm"
tut:Weapon Basics:EQUIP info 311,A tutorial label,We'll go over each feature in more detail later.,Nous reviendrons sur chaque fonctionnalite plus en detail plus tard.
tut:Weapon Basics:TGP info12,A tutorial label,The TGP is what you will use to acquire ground targets.,Le TGP est ce que vous utiliserez pour acquerir des cibles au sol.
tut:Weapon Basics:TGP info 213,A tutorial label,"To use it, first you must supply power to the sensor mounted under the nose of the vehicle."," first you must supply power to the sensor mounted under the nose of the vehicle."
tut:Weapon Basics:PWR on TGP14,A tutorial label,Enable TGP power.,Activez l'alimentation TGP.
tut:Weapon Basics:TGP info 315,A tutorial label,"The TGP will be in FWD mode by default, which just looks straight forward."," which just looks straight forward."
tut:Weapon Basics:TGP info 416,A tutorial label,"To be able to control it, you must designate the TGP as the sensor of interest (SOI)."," you must designate the TGP as the sensor of interest (SOI)."
tut:Weapon Basics:Enable TGP SOI17,A tutorial label,Enable SOI,Activer le SOI
tut:Weapon Basics:Slew TGP info18,A tutorial label,"Now, you can slew the targeting sensor around using the thumb control on your joystick."," you can slew the targeting sensor around using the thumb control on your joystick."
tut:Weapon Basics:TrySlewing19,A tutorial label,Try slewing the TGP around using the joystick thumb control.,Essayez de faire pivoter le TGP a l'aide de la commande au pouce du joystick.
tut:Weapon Basics:Slew TGP info 220,A tutorial label,"When you move the sensor, it will auto switch to TGT mode, which locks its focus point on the ground while you're flying."," it will auto switch to TGT mode"
tut:Weapon Basics:Slew TGP info 321,A tutorial label,The yellow arrow on the screen shows the relative bearing to the target point.,La fleche jaune a l'ecran indique le relevement relatif par rapport au point cible.
tut:Weapon Basics:TGP info 522,A tutorial label,The target point also shows up on the NAV map as a yellow cross.,Le point cible appara�t egalement sur la carte NAV sous la forme d'une croix jaune.
tut:Weapon Basics:Now lets take off23,A tutorial label,Now let's find some targets.  Take off and fly to the objective waypoint.,Trouvons maintenant quelques cibles.�Decollez et volez jusqu'au waypoint objectif.
tut:Weapon Basics:Brakes OFF24,A tutorial label,Unlock Brakes,Debloquer les freins
tut:Weapon Basics:Fly to AO25,A tutorial label,,
tut:Weapon Basics:MasterArmInfo26,A tutorial label,"Now that we are in the AO, you can enable the Master Arm switch."," you can enable the Master Arm switch."
tut:Weapon Basics:MasterArm ON27,A tutorial label,Enable Master Arm,Activer l'armement ma�tre
tut:Weapon Basics:MasterArmInfo228,A tutorial label,"With the weapon system armed, you will see some new icons on the HUD"," you will see some new icons on the HUD"
tut:Weapon Basics:ReticleInfo29,A tutorial label,"At the center, you have the weapon targeting reticle or pipper."," you have the weapon targeting reticle or pipper."
tut:Weapon Basics:WeaponInfo30,A tutorial label,"Here, you have weapon type, name, and shots remaining."," you have weapon type"
tut:Weapon Basics:WeaponSwitching31,A tutorial label,You can cycle through all ARMED weapons by pressing the button on the joystick.,Vous pouvez faire defiler toutes les armes ARMeES en appuyant sur le bouton du joystick.
tut:Weapon Basics:WeaponSwitching32,A tutorial label,Switch to HYDRA70,Passer a HYDRA70
tut:Weapon Basics:WeaponSwitching33,A tutorial label,Switch to GAU-8,Passer a GAU-8
tut:Weapon Basics:Firing34,A tutorial label,These unguided weapons can be fired by simply pulling the trigger on the joystick.,Ces armes non guidees peuvent etre tirees en appuyant simplement sur la g�chette du joystick.
tut:Weapon Basics:Firing 235,A tutorial label,You have limited stores so save your rounds for the targets.,Vous avez des magasins limites
tut:Weapon Basics:GunMission136,A tutorial label,Let's try deploying the GAU-8 on some ground targets.,Essayons de deployer le GAU-8 sur certaines cibles au sol.
tut:Weapon Basics:GunMission237,A tutorial label,"In a moment, you'll receive a mission objective."," you'll receive a mission objective."
tut:Weapon Basics:GunMission338,A tutorial label,You can auto-slew your TGP to the objective waypoint by pressing the WPT button in the TGP screen.,Vous pouvez orienter automatiquement votre TGP vers le waypoint objectif en appuyant sur le bouton WPT dans l'ecran TGP.
tut:Weapon Basics:GunMission4 Start39,A tutorial label,Go ahead and destroy the tanks.,Allez-y et detruisez les chars.
tut:Weapon Basics:GunMission40,A tutorial label,,
tut:Weapon Basics:GoodJobGuns41,A tutorial label,Great job!  Now let's work with rockets.,Bon travail!�Travaillons maintenant avec les fusees.
tut:Weapon Basics:SwitchToRockets42,A tutorial label,Switch to HYDRA70,Passer a HYDRA70
tut:Weapon Basics:Rocket info43,A tutorial label,"Hydra 70's are small, unguided rockets."," unguided rockets."
tut:Weapon Basics:Rocket info 244,A tutorial label,"By default, each pull of the trigger will fire one rocket."," each pull of the trigger will fire one rocket."
tut:Weapon Basics:Rocket info 345,A tutorial label,"However, they can be configured to launch rapidly.  This is called 'ripple' firing."," they can be configured to launch rapidly.  This is called 'ripple' firing."
tut:Weapon Basics:Rocket info 446,A tutorial label,"To access a weapons config menu, set the EQUIP MFD page to CONFIG mode"," set the EQUIP MFD page to CONFIG mode"
tut:Weapon Basics:Set to config mode47,A tutorial label,Set to CONFIG mode,Mettre en mode CONFIG
tut:Weapon Basics:Rocket info 548,A tutorial label,"Then, select the weapon you want to configure."," select the weapon you want to configure."
tut:Weapon Basics:Rocket info 649,A tutorial label,"If you have multiple of the same weapon, the settings will be copied over to all of them."," the settings will be copied over to all of them."
tut:Weapon Basics:TryRipple50,A tutorial label,Try setting the rockets to different ripple intervals and destroy the next set of targets.,Essayez de regler les roquettes a differents intervalles d'ondulation et detruisez la prochaine serie de cibles.
tut:Weapon Basics:RocketMission51,A tutorial label,,
tut:Weapon Basics:Well done52,A tutorial label,Well done! You've destroyed all of the targets.,Bien fait!�Vous avez detruit toutes les cibles.
tut:Weapon Basics:Conclusion53,A tutorial label,This concludes the basic weapons tutorial.,Ceci conclut le didacticiel sur les armes de base.
Mk-82 Bomb x2_fullName,Full equip name of: Mk-82 Bomb x2,Mk-82 Bomb x2,Bombe Mk-82 x2
Mk-82 Bomb x2_description,Item description of: Mk-82 Bomb x2,Two standard un-guided 500lb bombs.,Deux bombes standard non guidees de 500 lb.
AGM-161 Anti Surface Stand-off Missile_fullName,Full equip name of: AGM-161 Anti Surface Stand-off Missile,AGM-161 Anti Surface Stand-off Missile,Missile anti-surface a distance AGM-161
AGM-161 Anti Surface Stand-off Missile_description,Item description of: AGM-161 Anti Surface Stand-off Missile,A cruise missile designed to deliver a large payload to a ground target over a long distance.  It follows a pre-programmed GPS course with automatic terrain avoidance.,Un missile de croisiere con�u pour livrer une grande charge utile a une cible au sol sur une longue distance.�Il suit un parcours GPS preprogramme avec evitement automatique du terrain.
